date,steering,speed
da254c6e-6d01-11e9-9a72-a6029617b541,-0.15,1.0
da2ce5dc-6d01-11e9-9a72-a6029617b541,-0.19,1.0
da3468a2-6d01-11e9-9a72-a6029617b541,-0.2,1.0
da3bc23c-6d01-11e9-9a72-a6029617b541,-0.2,1.0
da4366ae-6d01-11e9-9a72-a6029617b541,-0.32,1.0
da4abe9a-6d01-11e9-9a72-a6029617b541,-0.55,1.0
da5283b4-6d01-11e9-9a72-a6029617b541,-0.74,1.0
da5a0af8-6d01-11e9-9a72-a6029617b541,-0.79,1.0
da6184fe-6d01-11e9-9a72-a6029617b541,-0.79,1.0
da690648-6d01-11e9-9a72-a6029617b541,-0.81,1.0
da708454-6d01-11e9-9a72-a6029617b541,-0.81,1.0
da77f6e4-6d01-11e9-9a72-a6029617b541,-0.9,1.0
da7f6870-6d01-11e9-9a72-a6029617b541,-0.9,1.0
da86f072-6d01-11e9-9a72-a6029617b541,-0.98,1.0
da8e47be-6d01-11e9-9a72-a6029617b541,-0.98,1.0
da95c804-6d01-11e9-9a72-a6029617b541,-0.99,1.0
da9d5088-6d01-11e9-9a72-a6029617b541,-0.99,1.0
daa52e3e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
daac5470-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dab41642-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dabb82f6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dac2f9dc-6d01-11e9-9a72-a6029617b541,-1.0,1.0
daca614a-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dad1e122-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dad9739c-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dae0d268-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dae86ae6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
daefc480-6d01-11e9-9a72-a6029617b541,-1.0,1.0
daf74980-6d01-11e9-9a72-a6029617b541,-1.0,1.0
dafed880-6d01-11e9-9a72-a6029617b541,-1.0,1.0
db066032-6d01-11e9-9a72-a6029617b541,-1.0,1.0
db0df856-6d01-11e9-9a72-a6029617b541,-1.0,1.0
db1587ce-6d01-11e9-9a72-a6029617b541,-0.95,1.0
db1ce5e6-6d01-11e9-9a72-a6029617b541,-0.71,1.0
db2465aa-6d01-11e9-9a72-a6029617b541,-0.47,1.0
db2bfbc6-6d01-11e9-9a72-a6029617b541,-0.2,1.0
db336852-6d01-11e9-9a72-a6029617b541,-0.09,1.0
db3af3ce-6d01-11e9-9a72-a6029617b541,-0.07,1.0
db428300-6d01-11e9-9a72-a6029617b541,-0.06,1.0
db49e92e-6d01-11e9-9a72-a6029617b541,-0.03,1.0
db515fba-6d01-11e9-9a72-a6029617b541,-0.03,1.0
db58d056-6d01-11e9-9a72-a6029617b541,-0.03,1.0
db605d8a-6d01-11e9-9a72-a6029617b541,-0.03,1.0
db67fe1e-6d01-11e9-9a72-a6029617b541,-0.16,1.0
db6f7004-6d01-11e9-9a72-a6029617b541,-0.24,1.0
db76f748-6d01-11e9-9a72-a6029617b541,-0.32,1.0
db7e8e22-6d01-11e9-9a72-a6029617b541,-0.32,1.0
db861d5e-6d01-11e9-9a72-a6029617b541,-0.32,1.0
db8d6028-6d01-11e9-9a72-a6029617b541,-0.32,1.0
db94f036-6d01-11e9-9a72-a6029617b541,-0.38,1.0
db9c57cc-6d01-11e9-9a72-a6029617b541,-0.58,1.0
dba3eed8-6d01-11e9-9a72-a6029617b541,-0.58,1.0
dbab7b4e-6d01-11e9-9a72-a6029617b541,-0.6,1.0
dbb2e8ac-6d01-11e9-9a72-a6029617b541,-0.8,1.0
dbba6a5a-6d01-11e9-9a72-a6029617b541,-0.91,1.0
dbc1f69e-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbc97842-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbd0f1e4-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbd8aa06-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbdfd308-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbe7768a-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbef0328-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbf6723e-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dbfe0224-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc059142-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc0cdbdc-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc148044-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc1c225e-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc23a9c0-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc2aff86-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc328260-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc3a0f3a-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dc416e1a-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dc48d07e-6d01-11e9-9a72-a6029617b541,-0.95,1.0
dc507aea-6d01-11e9-9a72-a6029617b541,-0.87,1.0
dc57e2ee-6d01-11e9-9a72-a6029617b541,-0.5,1.0
dc5f8904-6d01-11e9-9a72-a6029617b541,-0.41,1.0
dc670198-6d01-11e9-9a72-a6029617b541,-0.32,1.0
dc6ea682-6d01-11e9-9a72-a6029617b541,-0.28,1.0
dc761f8e-6d01-11e9-9a72-a6029617b541,-0.28,1.0
dc7d5c90-6d01-11e9-9a72-a6029617b541,-0.21,1.0
dc850602-6d01-11e9-9a72-a6029617b541,-0.12,1.0
dc8c863e-6d01-11e9-9a72-a6029617b541,-0.11,1.0
dc9419bc-6d01-11e9-9a72-a6029617b541,-0.04,1.0
dc9b8922-6d01-11e9-9a72-a6029617b541,0.0,1.0
dca307c4-6d01-11e9-9a72-a6029617b541,0.0,1.0
dcaa83dc-6d01-11e9-9a72-a6029617b541,0.0,1.0
dcb1e9ce-6d01-11e9-9a72-a6029617b541,0.0,1.0
dcb9a39e-6d01-11e9-9a72-a6029617b541,0.0,1.0
dcc14680-6d01-11e9-9a72-a6029617b541,-0.06,1.0
dcc855f6-6d01-11e9-9a72-a6029617b541,-0.42,1.0
dccff95a-6d01-11e9-9a72-a6029617b541,-0.82,1.0
dcd79b6a-6d01-11e9-9a72-a6029617b541,-0.91,1.0
dcdf0666-6d01-11e9-9a72-a6029617b541,-0.98,1.0
dce69692-6d01-11e9-9a72-a6029617b541,-0.99,1.0
dcedee6a-6d01-11e9-9a72-a6029617b541,-0.99,1.0
dcf58562-6d01-11e9-9a72-a6029617b541,-0.99,1.0
dcfd0620-6d01-11e9-9a72-a6029617b541,-0.98,1.0
dd047bb2-6d01-11e9-9a72-a6029617b541,-0.99,1.0
dd0be79e-6d01-11e9-9a72-a6029617b541,-0.98,1.0
dd1360be-6d01-11e9-9a72-a6029617b541,-0.98,1.0
dd1af464-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dd22752c-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dd29eb5e-6d01-11e9-9a72-a6029617b541,-0.97,1.0
dd318e22-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd391552-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd40af9c-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd47fcf2-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd4fa240-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd56f446-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd5e66ae-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd660d28-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd6d97f0-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd752ae2-6d01-11e9-9a72-a6029617b541,-0.96,1.0
dd7c809e-6d01-11e9-9a72-a6029617b541,-0.95,1.0
dd8417f0-6d01-11e9-9a72-a6029617b541,-0.95,1.0
dd8b93cc-6d01-11e9-9a72-a6029617b541,-0.94,1.0
dd9306f2-6d01-11e9-9a72-a6029617b541,-0.91,1.0
dd9aa6c8-6d01-11e9-9a72-a6029617b541,-0.91,1.0
dda22542-6d01-11e9-9a72-a6029617b541,-0.28,1.0
dda98bde-6d01-11e9-9a72-a6029617b541,-0.02,1.0
ddb1176e-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddb889ea-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddc00b98-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddc795d4-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddcefc02-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddd66c30-6d01-11e9-9a72-a6029617b541,-0.01,1.0
ddddee56-6d01-11e9-9a72-a6029617b541,-0.01,1.0
dde56366-6d01-11e9-9a72-a6029617b541,-0.01,1.0
dded1516-6d01-11e9-9a72-a6029617b541,-0.13,1.0
ddf497aa-6d01-11e9-9a72-a6029617b541,-0.26,1.0
ddfc310e-6d01-11e9-9a72-a6029617b541,-0.37,1.0
de0376b2-6d01-11e9-9a72-a6029617b541,-0.52,1.0
de0b0558-6d01-11e9-9a72-a6029617b541,-0.55,1.0
de129e80-6d01-11e9-9a72-a6029617b541,-0.55,1.0
de19fd74-6d01-11e9-9a72-a6029617b541,-0.55,1.0
de219b38-6d01-11e9-9a72-a6029617b541,-0.6,1.0
de292fc4-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de307996-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de380076-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de3fb578-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de471c78-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de4e76d0-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de55f860-6d01-11e9-9a72-a6029617b541,-0.62,1.0
de5d7dec-6d01-11e9-9a72-a6029617b541,-0.75,1.0
de65254c-6d01-11e9-9a72-a6029617b541,-0.86,1.0
de6c93b8-6d01-11e9-9a72-a6029617b541,-0.94,1.0
de74182c-6d01-11e9-9a72-a6029617b541,-0.94,1.0
de7ba754-6d01-11e9-9a72-a6029617b541,-0.94,1.0
de832736-6d01-11e9-9a72-a6029617b541,-0.94,1.0
de8a9070-6d01-11e9-9a72-a6029617b541,-0.94,1.0
de920f94-6d01-11e9-9a72-a6029617b541,-0.93,1.0
de997f18-6d01-11e9-9a72-a6029617b541,-0.91,1.0
dea105e4-6d01-11e9-9a72-a6029617b541,-0.86,1.0
dea8b3a2-6d01-11e9-9a72-a6029617b541,-0.86,1.0
deb00b16-6d01-11e9-9a72-a6029617b541,-0.86,1.0
deb784a4-6d01-11e9-9a72-a6029617b541,-0.86,1.0
debef45a-6d01-11e9-9a72-a6029617b541,-0.86,1.0
dec66474-6d01-11e9-9a72-a6029617b541,-0.86,1.0
dece0e7c-6d01-11e9-9a72-a6029617b541,-0.86,1.0
ded571e4-6d01-11e9-9a72-a6029617b541,-0.86,1.0
dedd33d4-6d01-11e9-9a72-a6029617b541,-0.8,1.0
dee4a6be-6d01-11e9-9a72-a6029617b541,-0.77,1.0
deec7556-6d01-11e9-9a72-a6029617b541,-0.61,1.0
def37c34-6d01-11e9-9a72-a6029617b541,-0.03,1.0
defaeec4-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df02d468-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df0a2f2e-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df1186ac-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df192e5c-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df20b41a-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df28245c-6d01-11e9-9a72-a6029617b541,-0.02,1.0
df2fa5b0-6d01-11e9-9a72-a6029617b541,-0.16,1.0
df37298e-6d01-11e9-9a72-a6029617b541,-0.2,1.0
df3eba28-6d01-11e9-9a72-a6029617b541,-0.21,1.0
df4613b8-6d01-11e9-9a72-a6029617b541,-0.2,1.0
df4d8760-6d01-11e9-9a72-a6029617b541,-0.33,1.0
df551836-6d01-11e9-9a72-a6029617b541,-0.35,1.0
df5c9ab6-6d01-11e9-9a72-a6029617b541,-0.4,1.0
df643974-6d01-11e9-9a72-a6029617b541,-0.59,1.0
df6bb118-6d01-11e9-9a72-a6029617b541,-0.79,1.0
df72eff0-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df7aa006-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df821ba6-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df898e68-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df911638-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df98c5b8-6d01-11e9-9a72-a6029617b541,-0.78,1.0
df9fff4a-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfa7b3ac-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfaf2966-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfb6b28a-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfbe16ba-6d01-11e9-9a72-a6029617b541,-0.79,1.0
dfc5af4c-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfcd3370-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfd4aa92-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfdc4b3a-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfe3afa6-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dfeb2808-6d01-11e9-9a72-a6029617b541,-0.79,1.0
dff2afce-6d01-11e9-9a72-a6029617b541,-0.78,1.0
dffa3e4c-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e0017dd8-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e0090f76-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e010dbac-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e0184752-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e0200078-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e026fc7a-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e02ed9d6-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e0362b5a-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e03d9f84-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e0453d3e-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e04c7806-6d01-11e9-9a72-a6029617b541,-0.77,1.0
e0541f66-6d01-11e9-9a72-a6029617b541,-0.63,1.0
e05b9a3e-6d01-11e9-9a72-a6029617b541,-0.16,1.0
e0632b46-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e06aa70e-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e0722e7a-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e079c1c6-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e0811a70-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e088d292-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e0905396-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e097d3b4-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e09f10e8-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e0a6c338-6d01-11e9-9a72-a6029617b541,-0.07,1.0
e0ae5832-6d01-11e9-9a72-a6029617b541,-0.18,1.0
e0b590e8-6d01-11e9-9a72-a6029617b541,-0.19,1.0
e0bd47d4-6d01-11e9-9a72-a6029617b541,-0.19,1.0
e0c49318-6d01-11e9-9a72-a6029617b541,-0.51,1.0
e0cc54c2-6d01-11e9-9a72-a6029617b541,-0.68,1.0
e0d38300-6d01-11e9-9a72-a6029617b541,-0.77,1.0
e0db2826-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e0e2c7f2-6d01-11e9-9a72-a6029617b541,-0.84,1.0
e0ea0b8e-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e0f1a362-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e0f932e4-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e100b514-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e1083ea6-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e10fb258-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e117344c-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e11e9d18-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e1263122-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e12df79a-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e1350dd2-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e13ccb12-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e1443906-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e14bc194-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e15332c6-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e15aaede-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e1621d68-6d01-11e9-9a72-a6029617b541,-0.85,1.0
e169c464-6d01-11e9-9a72-a6029617b541,-0.84,1.0
e1713e60-6d01-11e9-9a72-a6029617b541,-0.84,1.0
e178cf5e-6d01-11e9-9a72-a6029617b541,-0.82,1.0
e18020b0-6d01-11e9-9a72-a6029617b541,-0.81,1.0
e187bb7c-6d01-11e9-9a72-a6029617b541,-0.76,1.0
e18f2ac4-6d01-11e9-9a72-a6029617b541,-0.63,1.0
e196a830-6d01-11e9-9a72-a6029617b541,-0.55,1.0
e19e1fd4-6d01-11e9-9a72-a6029617b541,-0.44,1.0
e1a5a5c4-6d01-11e9-9a72-a6029617b541,-0.07,1.0
e1ad1de0-6d01-11e9-9a72-a6029617b541,-0.07,1.0
e1b4d666-6d01-11e9-9a72-a6029617b541,-0.07,1.0
e1bc5b52-6d01-11e9-9a72-a6029617b541,-0.07,1.0
e1c3a600-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1cb2da8-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e1d2eb74-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1da355a-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1e1a812-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1e91304-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1f0c1a8-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1f851fc-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e1ffcbbc-6d01-11e9-9a72-a6029617b541,-0.15,1.0
e207355a-6d01-11e9-9a72-a6029617b541,-0.19,1.0
e20ecacc-6d01-11e9-9a72-a6029617b541,-0.51,1.0
e216590e-6d01-11e9-9a72-a6029617b541,-0.61,1.0
e21d9ac0-6d01-11e9-9a72-a6029617b541,-0.74,1.0
e2253596-6d01-11e9-9a72-a6029617b541,-0.87,1.0
e22cadc6-6d01-11e9-9a72-a6029617b541,-0.89,1.0
e23431a4-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e23bb2a8-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2434da6-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e24ad9cc-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2525774-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e259e76e-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2613adc-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e268c126-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2704946-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e277b8ac-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e27f17be-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e286c70c-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e28e24fc-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2959d40-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e29d1138-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2a4b1ea-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2ac0ddc-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2b3b60e-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2bb3ba4-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2c2b2e4-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2ca6458-6d01-11e9-9a72-a6029617b541,-0.98,1.0
e2d19d54-6d01-11e9-9a72-a6029617b541,-0.97,1.0
e2d92056-6d01-11e9-9a72-a6029617b541,-0.95,1.0
e2e0af56-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e2e82790-6d01-11e9-9a72-a6029617b541,-0.73,1.0
e2effbbe-6d01-11e9-9a72-a6029617b541,-0.63,1.0
e2f730e6-6d01-11e9-9a72-a6029617b541,-0.09,1.0
e2feab14-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e306238a-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e30de7f0-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e3155f30-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e31ccd92-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e3245cec-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e32baed4-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e3332e98-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e33ab80c-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e3426a8e-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e349b7d0-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e351204c-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e358e50c-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e360344c-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e367a420-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e36f4f18-6d01-11e9-9a72-a6029617b541,-0.01,1.0
e376e3e0-6d01-11e9-9a72-a6029617b541,-0.15,1.0
e37e4694-6d01-11e9-9a72-a6029617b541,-0.35,1.0
e385c82e-6d01-11e9-9a72-a6029617b541,-0.76,1.0
e38d3c9e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e394d968-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e39c4ca2-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3a3c4a0-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3ab716e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3b2b668-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3ba7d94-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3c1d6d4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3c93ab4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3d0badc-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3d87b1e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3dfb050-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3e73d98-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3eecc3e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3f62ee8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e3fde30e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e4054ab8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e40cfcb8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e414678c-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e41be6a6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e42345f4-6d01-11e9-9a72-a6029617b541,-0.96,1.0
e42aa466-6d01-11e9-9a72-a6029617b541,-0.87,1.0
e43239b0-6d01-11e9-9a72-a6029617b541,-0.67,1.0
e439c888-6d01-11e9-9a72-a6029617b541,-0.16,1.0
e44165b6-6d01-11e9-9a72-a6029617b541,-0.1,1.0
e448c446-6d01-11e9-9a72-a6029617b541,-0.11,1.0
e4504f40-6d01-11e9-9a72-a6029617b541,-0.2,1.0
e457dd0a-6d01-11e9-9a72-a6029617b541,-0.26,1.0
e45f4d74-6d01-11e9-9a72-a6029617b541,-0.49,1.0
e466cd6a-6d01-11e9-9a72-a6029617b541,-0.53,1.0
e46e6214-6d01-11e9-9a72-a6029617b541,-0.59,1.0
e475c72a-6d01-11e9-9a72-a6029617b541,-0.59,1.0
e47d4d9c-6d01-11e9-9a72-a6029617b541,-0.59,1.0
e48509e2-6d01-11e9-9a72-a6029617b541,-0.59,1.0
e48c31ae-6d01-11e9-9a72-a6029617b541,-0.59,1.0
e493ed5e-6d01-11e9-9a72-a6029617b541,-0.5,1.0
e49b5300-6d01-11e9-9a72-a6029617b541,-0.31,1.0
e4a2c82e-6d01-11e9-9a72-a6029617b541,-0.1,1.0
e4aa4806-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e4b1e160-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e4b97114-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e4c0e9a8-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e4c85fda-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e4cfddaa-6d01-11e9-9a72-a6029617b541,-0.04,1.0
e4d75e36-6d01-11e9-9a72-a6029617b541,-0.04,1.0
e4debea6-6d01-11e9-9a72-a6029617b541,-0.52,1.0
e4e626c8-6d01-11e9-9a72-a6029617b541,-0.87,1.0
e4eda222-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e4f544e6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e4fce7a0-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e5044784-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e50bdc9c-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e51354a4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e51aed86-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e5224ff4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e529bbf4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e5315472-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e538d7ba-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e540397e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
e547ba8c-6d01-11e9-9a72-a6029617b541,-0.97,1.0
e54f4bf8-6d01-11e9-9a72-a6029617b541,-0.86,1.0
e556e3d6-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e55e3a64-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e565e64c-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e56d5d96-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e574e2d2-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e57c5332-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e583c022-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e58b49d2-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e592d594-6d01-11e9-9a72-a6029617b541,-0.79,1.0
e59a8028-6d01-11e9-9a72-a6029617b541,-0.78,1.0
e5a1ed86-6d01-11e9-9a72-a6029617b541,-0.6,1.0
e5a939ba-6d01-11e9-9a72-a6029617b541,-0.26,1.0
e5b0ea20-6d01-11e9-9a72-a6029617b541,-0.3,1.0
e5b84cac-6d01-11e9-9a72-a6029617b541,-0.53,1.0
e5bffbb4-6d01-11e9-9a72-a6029617b541,-0.56,1.0
e5c77c86-6d01-11e9-9a72-a6029617b541,-0.46,1.0
e5cefd12-6d01-11e9-9a72-a6029617b541,-0.15,1.0
e5d66cd2-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e5ddeeb2-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e5e52a6a-6d01-11e9-9a72-a6029617b541,-0.02,1.0
e5ecffc4-6d01-11e9-9a72-a6029617b541,-0.03,1.0
e5f473d0-6d01-11e9-9a72-a6029617b541,-0.03,1.0
